Beach_Name,Measurement_Date_And_Time,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life
Calumet Beach,2014-08-09 01:00:00,23.0,1.84,1.502,0.197,4.0,10.8
Montrose Beach,2014-08-09 01:00:00,22.7,9.09,1.774,0.394,4.0,11.0
Osterman Beach,2014-08-09 01:00:00,23.0,14.78,1.447,0.354,4.0,10.8
Ohio Street Beach,2014-08-09 01:00:00,22.8,604.6,1.85,0.225,4.0,10.6
Calumet Beach,2014-08-09 02:00:00,23.1,4.55,1.521,0.196,2.0,10.8
Montrose Beach,2014-08-09 02:00:00,22.4,6.57,1.779,0.37,4.0,11.0
Osterman Beach,2014-08-09 02:00:00,22.9,14.63,1.467,0.335,4.0,10.8
Ohio Street Beach,2014-08-09 02:00:00,22.5,245.7,1.84,0.21,4.0,10.6
Calumet Beach,2014-08-09 03:00:00,22.9,5.54,1.498,0.233,3.0,10.8
Montrose Beach,2014-08-09 03:00:00,22.3,6.63,1.777,0.338,4.0,11.0
Osterman Beach,2014-08-09 03:00:00,22.8,13.19,1.47,0.31,4.0,10.8
Ohio Street Beach,2014-08-09 03:00:00,22.4,904.27,1.814,0.206,4.0,10.6
Montrose Beach,2015-06-02 14:00:00,14.3,38.59,1.570235000996614,0.193,4.0,11.0
Osterman Beach,2015-06-02 14:00:00,14.1,19.41,1.570235000996614,0.196,4.0,10.8
63rd Street Beach,2015-06-02 14:00:00,14.8,13.29,1.570235000996614,0.198,4.0,10.8
Montrose Beach,2014-08-09 04:00:00,22.4,8.05,1.756,0.319,4.0,11.0
Osterman Beach,2014-08-09 04:00:00,22.7,9.83,1.43,0.308,4.0,10.8
Ohio Street Beach,2014-08-09 04:00:00,22.4,509.73,1.822,0.194,4.0,10.6
Montrose Beach,2014-08-09 05:00:00,22.2,5.82,1.739,0.315,4.0,11.0
Osterman Beach,2014-08-09 05:00:00,22.6,10.83,1.413,0.296,4.0,10.8
Ohio Street Beach,2014-08-09 05:00:00,22.3,1113.5,1.805,0.199,4.0,10.6
Calumet Beach,2014-08-09 04:00:00,22.7,4.65,1.49,0.214,3.0,10.8
Calumet Beach,2014-08-09 06:00:00,22.5,2.37,1.454,0.215,3.0,10.8
Montrose Beach,2014-08-09 06:00:00,22.0,6.25,1.715,0.302,4.0,11.0
Osterman Beach,2014-08-09 06:00:00,22.4,12.09,1.399,0.272,3.0,10.8
Ohio Street Beach,2014-08-09 06:00:00,22.3,3.46,1.812,0.195,4.0,10.6
Calumet Beach,2014-08-09 07:00:00,22.4,2.15,1.472,0.23,3.0,10.8
Montrose Beach,2014-08-09 07:00:00,22.0,6.83,1.716,0.306,4.0,11.0
Osterman Beach,2014-08-09 07:00:00,22.2,8.8,1.396,0.278,4.0,10.8
Ohio Street Beach,2014-08-09 07:00:00,22.3,244.65,1.801,0.191,4.0,10.6
Calumet Beach,2014-08-09 08:00:00,22.4,1.82,1.469,0.216,3.0,10.8
Montrose Beach,2014-08-09 08:00:00,22.0,5.36,1.727,0.315,4.0,11.0
Osterman Beach,2014-08-09 08:00:00,22.1,7.86,1.406,0.293,4.0,10.8
Ohio Street Beach,2014-08-09 08:00:00,22.3,10.76,1.788,0.188,4.0,10.6
Calumet Beach,2014-08-09 09:00:00,22.5,1.91,1.475,0.202,4.0,10.8
Montrose Beach,2014-08-09 09:00:00,22.1,5.42,1.753,0.292,4.0,11.0
Osterman Beach,2014-08-09 09:00:00,22.3,7.0,1.43,0.278,3.0,10.8
Ohio Street Beach,2014-08-09 09:00:00,22.4,313.52,1.827,0.19,4.0,10.6
Calumet Beach,2014-08-09 10:00:00,22.7,2.25,1.492,0.194,4.0,10.8
Montrose Beach,2014-08-09 10:00:00,22.2,6.85,1.793,0.358,4.0,11.0
Osterman Beach,2014-08-09 10:00:00,22.4,8.44,1.457,0.321,4.0,10.8
Ohio Street Beach,2014-08-09 10:00:00,22.5,62.89,1.858,0.186,4.0,10.6
Calumet Beach,2014-08-09 11:00:00,22.9,2.8,1.523,0.185,3.0,10.8
Montrose Beach,2014-08-09 11:00:00,22.3,6.54,1.78,0.353,4.0,11.0
Osterman Beach,2014-08-09 11:00:00,22.5,6.46,1.462,0.295,4.0,10.8
Ohio Street Beach,2014-08-09 11:00:00,23.0,315.16,1.847,0.192,3.0,10.6
Calumet Beach,2015-06-02 15:00:00,14.8,4.61,1.570235000996614,0.137,4.0,11.0
Montrose Beach,2015-06-02 15:00:00,15.3,46.67,1.570235000996614,0.2,4.0,11.0
Osterman Beach,2015-06-02 15:00:00,15.8,34.26,1.570235000996614,0.2,4.0,10.8
Calumet Beach,2015-06-02 16:00:00,15.5,4.29,1.570235000996614,0.129,4.0,10.9
Montrose Beach,2015-06-02 16:00:00,16.9,47.86,1.570235000996614,0.208,4.0,11.0
Osterman Beach,2015-06-02 16:00:00,16.4,32.64,1.570235000996614,0.205,3.0,10.8
Calumet Beach,2015-06-02 17:00:00,15.8,4.5,1.570235000996614,0.136,4.0,11.0
Montrose Beach,2015-06-02 17:00:00,17.6,48.68,1.570235000996614,0.192,4.0,11.0
Osterman Beach,2015-06-02 17:00:00,16.3,24.84,1.570235000996614,0.177,4.0,10.8
63rd Street Beach,2015-06-02 16:00:00,15.5,10.83,1.570235000996614,0.171,4.0,10.8
Calumet Beach,2015-06-02 18:00:00,16.4,4.37,1.570235000996614,0.127,3.0,11.0
Montrose Beach,2015-06-02 18:00:00,17.2,40.21,1.570235000996614,0.198,4.0,11.0
Osterman Beach,2015-06-02 18:00:00,14.9,10.05,1.570235000996614,0.172,3.0,10.8
Calumet Beach,2014-08-09 12:00:00,22.9,2.15,1.546,0.216,3.0,10.8
Montrose Beach,2014-08-09 12:00:00,22.5,6.58,1.799,0.336,4.0,11.0
Osterman Beach,2014-08-09 12:00:00,22.7,6.58,1.457,0.312,4.0,10.8
Ohio Street Beach,2014-08-09 12:00:00,23.3,175.71,1.903,0.209,3.0,10.6
Montrose Beach,2015-06-02 19:00:00,15.8,31.26,1.570235000996614,0.186,4.0,11.0
Osterman Beach,2015-06-02 19:00:00,14.8,14.95,1.570235000996614,0.162,4.0,10.8
63rd Street Beach,2015-06-02 18:00:00,15.8,9.84,1.570235000996614,0.171,6.0,10.8
Calumet Beach,2014-08-09 13:00:00,23.0,2.31,1.554,0.226,3.0,10.8
Montrose Beach,2014-08-09 13:00:00,22.7,7.1,1.782,0.356,4.0,11.0
Osterman Beach,2014-08-09 13:00:00,23.0,6.2,1.456,0.324,4.0,10.8
Ohio Street Beach,2014-08-09 13:00:00,23.4,3.74,1.862,0.23,3.0,10.6
Calumet Beach,2014-08-09 14:00:00,23.1,1.82,1.532,0.22,4.0,10.8
Montrose Beach,2014-08-09 14:00:00,22.8,6.51,1.805,0.351,4.0,11.0
Osterman Beach,2014-08-09 14:00:00,23.2,6.7,1.49,0.317,4.0,10.8
Ohio Street Beach,2014-08-09 14:00:00,23.7,162.69,1.841,0.225,3.0,10.6
Calumet Beach,2014-08-09 15:00:00,23.2,1.81,1.49,0.225,4.0,10.8
Montrose Beach,2014-08-09 15:00:00,23.1,6.91,1.76,0.349,4.0,11.0
Osterman Beach,2014-08-09 15:00:00,23.3,9.34,1.434,0.319,3.0,10.8
Ohio Street Beach,2014-08-09 15:00:00,23.9,3.31,1.819,0.201,4.0,10.6
Calumet Beach,2014-08-09 16:00:00,23.3,1.43,1.502,0.22,4.0,10.8
Montrose Beach,2014-08-09 16:00:00,23.1,7.92,1.745,0.37,4.0,11.0
Osterman Beach,2014-08-09 16:00:00,23.8,8.83,1.409,0.295,4.0,10.8
Ohio Street Beach,2014-08-09 16:00:00,24.0,302.72,1.79,0.213,3.0,10.6
Calumet Beach,2014-08-09 17:00:00,23.4,1.41,1.448,0.206,3.0,10.8
Montrose Beach,2014-08-09 17:00:00,23.1,6.67,1.736,0.361,3.0,11.0
Osterman Beach,2014-08-09 17:00:00,23.9,13.36,1.418,0.3,4.0,10.8
Ohio Street Beach,2014-08-09 17:00:00,24.4,92.44,1.78,0.212,4.0,10.6
Calumet Beach,2014-08-09 18:00:00,23.9,2.21,1.482,0.203,4.0,10.8
Montrose Beach,2014-08-09 18:00:00,23.5,6.99,1.737,0.356,4.0,11.0
Osterman Beach,2014-08-09 18:00:00,24.1,16.12,1.4,0.303,4.0,10.8
Ohio Street Beach,2014-08-09 18:00:00,24.4,3.93,1.817,0.204,4.0,10.6
Calumet Beach,2014-08-09 19:00:00,23.6,1.94,1.478,0.187,4.0,10.8
Montrose Beach,2014-08-09 19:00:00,24.1,10.74,1.751,0.377,4.0,11.0
Osterman Beach,2014-08-09 19:00:00,24.1,17.52,1.421,0.285,4.0,10.8
Ohio Street Beach,2014-08-09 19:00:00,24.1,120.91,1.799,0.225,3.0,10.6
Calumet Beach,2014-08-09 20:00:00,23.9,3.02,1.493,0.198,4.0,10.8
Montrose Beach,2014-08-09 20:00:00,23.2,7.38,1.749,0.359,3.0,11.0
Osterman Beach,2014-08-09 20:00:00,23.9,22.69,1.44,0.309,3.0,10.8
Ohio Street Beach,2014-08-09 20:00:00,23.7,4.45,1.797,0.232,4.0,10.6
Calumet Beach,2014-08-09 21:00:00,23.7,2.46,1.474,0.203,4.0,10.8
Montrose Beach,2014-08-09 21:00:00,23.3,9.09,1.755,0.404,4.0,11.0
Osterman Beach,2014-08-09 21:00:00,23.5,21.36,1.423,0.352,4.0,10.8
Ohio Street Beach,2014-08-09 21:00:00,23.6,199.06,1.818,0.254,4.0,10.6
Calumet Beach,2014-08-09 22:00:00,23.3,1.83,1.506,0.199,4.0,10.8
Montrose Beach,2014-08-09 22:00:00,23.1,10.59,1.769,0.432,4.0,11.0
Osterman Beach,2014-08-09 22:00:00,23.3,22.32,1.444,0.36,4.0,10.8
Ohio Street Beach,2014-08-09 22:00:00,23.4,4.72,1.854,0.255,4.0,10.6
Calumet Beach,2014-08-09 23:00:00,23.2,2.31,1.521,0.207,3.0,10.8
Montrose Beach,2014-08-09 23:00:00,23.0,11.42,1.782,0.433,4.0,11.0
Osterman Beach,2014-08-09 23:00:00,23.2,16.28,1.456,0.358,3.0,10.8
Ohio Street Beach,2014-08-09 23:00:00,23.1,230.09,1.831,0.237,4.0,10.6
Calumet Beach,2014-08-10 00:00:00,23.1,2.96,1.511,0.215,4.0,10.8
Montrose Beach,2014-08-10 00:00:00,23.1,10.27,1.817,0.431,4.0,11.0
Osterman Beach,2014-08-10 00:00:00,23.3,11.22,1.502,0.345,4.0,10.8
Ohio Street Beach,2014-08-10 00:00:00,23.1,82.6,1.883,0.237,4.0,10.6
Calumet Beach,2014-08-10 01:00:00,23.1,3.43,1.499,0.204,4.0,10.8
Montrose Beach,2014-08-10 01:00:00,23.2,10.53,1.764,0.392,5.0,11.0
Osterman Beach,2014-08-10 01:00:00,23.2,10.08,1.438,0.341,4.0,10.8
Ohio Street Beach,2014-08-10 01:00:00,23.0,380.09,1.827,0.216,4.0,10.5
Calumet Beach,2014-08-11 20:00:00,24.1,1.5,1.361,0.106,4.0,10.7
Montrose Beach,2014-08-11 20:00:00,23.5,4.67,1.666,0.204,3.0,10.9
Osterman Beach,2014-08-11 20:00:00,24.0,4.73,1.344,0.195,3.0,10.8
Ohio Street Beach,2014-08-11 20:00:00,23.5,153.23,1.731,0.138,3.0,10.5
Calumet Beach,2015-06-02 20:00:00,16.4,4.33,1.570235000996614,0.149,2.0,11.0
63rd Street Beach,2015-06-02 20:00:00,17.0,12.54,1.570235000996614,0.185,3.0,10.8
Montrose Beach,2015-06-02 20:00:00,15.8,30.04,1.570235000996614,0.184,4.0,11.0
Osterman Beach,2015-06-02 20:00:00,14.3,14.94,1.570235000996614,0.171,4.0,10.8
Calumet Beach,2015-06-02 22:00:00,15.8,4.73,1.570235000996614,0.15,2.0,11.0
63rd Street Beach,2015-06-02 22:00:00,15.2,9.51,1.570235000996614,0.183,4.0,10.8
Montrose Beach,2015-06-02 22:00:00,15.0,18.57,1.570235000996614,0.184,4.0,11.0
Calumet Beach,2014-08-10 02:00:00,23.0,3.15,1.539,0.229,4.0,10.8
Montrose Beach,2014-08-10 02:00:00,23.0,9.06,1.765,0.376,4.0,11.0
Osterman Beach,2014-08-10 02:00:00,23.3,11.03,1.435,0.323,4.0,10.8
Ohio Street Beach,2014-08-10 02:00:00,22.8,5.44,1.832,0.212,4.0,10.5
Calumet Beach,2014-08-10 03:00:00,22.8,2.32,1.473,0.211,3.0,10.8
Montrose Beach,2014-08-10 03:00:00,22.6,10.38,1.724,0.325,4.0,11.0
Osterman Beach,2014-08-10 03:00:00,23.2,10.97,1.414,0.3,4.0,10.8
Ohio Street Beach,2014-08-10 03:00:00,22.8,291.26,1.805,0.205,4.0,10.6
Calumet Beach,2014-08-10 04:00:00,22.7,1.66,1.482,0.176,3.0,10.8
Montrose Beach,2014-08-10 04:00:00,22.8,6.71,1.725,0.302,3.0,11.0
Osterman Beach,2014-08-10 04:00:00,23.0,10.39,1.394,0.285,4.0,10.8
Ohio Street Beach,2014-08-10 04:00:00,22.7,5.7,1.824,0.198,4.0,10.5
Calumet Beach,2014-08-10 05:00:00,22.7,1.33,1.443,0.175,3.0,10.8
Montrose Beach,2014-08-10 05:00:00,22.8,10.12,1.77,0.309,3.0,11.0
Osterman Beach,2014-08-10 05:00:00,22.8,10.35,1.435,0.259,4.0,10.8
Ohio Street Beach,2014-08-10 05:00:00,22.7,122.37,1.812,0.192,4.0,10.5
Calumet Beach,2014-08-10 06:00:00,22.6,1.31,1.45,0.161,3.0,10.8
Montrose Beach,2014-08-10 06:00:00,22.7,10.42,1.744,0.299,4.0,11.0
Osterman Beach,2014-08-10 06:00:00,22.7,10.84,1.425,0.284,3.0,10.8
Ohio Street Beach,2014-08-10 06:00:00,22.6,5.63,1.807,0.186,4.0,10.5
Calumet Beach,2014-08-10 07:00:00,22.4,1.33,1.446,0.163,4.0,10.8
Montrose Beach,2014-08-10 07:00:00,22.5,10.77,1.764,0.305,4.0,11.0
Osterman Beach,2014-08-10 07:00:00,22.6,11.39,1.447,0.261,3.0,10.8
Ohio Street Beach,2014-08-10 07:00:00,22.6,100.96,1.777,0.189,4.0,10.5
Calumet Beach,2014-08-10 08:00:00,22.5,1.94,1.445,0.16,4.0,10.8
Montrose Beach,2014-08-10 08:00:00,22.4,9.84,1.721,0.298,4.0,11.0
Osterman Beach,2014-08-10 08:00:00,22.6,9.08,1.394,0.28,4.0,10.8
Ohio Street Beach,2014-08-10 08:00:00,22.6,555.47,1.755,0.172,4.0,10.5
Calumet Beach,2014-08-10 09:00:00,22.5,1.68,1.484,0.168,3.0,10.8
Montrose Beach,2014-08-10 09:00:00,22.5,8.32,1.703,0.317,4.0,11.0
Osterman Beach,2014-08-10 09:00:00,22.7,10.46,1.388,0.251,4.0,10.8
Ohio Street Beach,2014-08-10 09:00:00,22.7,153.55,1.818,0.191,4.0,10.5
Calumet Beach,2014-08-11 00:00:00,23.0,0.78,1.477,0.141,4.0,10.8
Montrose Beach,2014-08-11 00:00:00,23.3,14.43,1.735,0.346,4.0,11.0
Osterman Beach,2014-08-11 00:00:00,23.4,10.56,1.398,0.267,4.0,10.8
Ohio Street Beach,2014-08-11 00:00:00,22.8,604.47,1.827,0.209,4.0,10.5
Osterman Beach,2015-06-02 22:00:00,14.4,14.92,1.570235000996614,0.171,4.0,10.8
Calumet Beach,2014-08-10 10:00:00,22.6,1.99,1.433,0.152,3.0,10.8
Montrose Beach,2014-08-10 10:00:00,22.5,5.71,1.678,0.293,3.0,11.0
Osterman Beach,2014-08-10 10:00:00,22.8,7.89,1.367,0.254,4.0,10.8
Ohio Street Beach,2014-08-10 10:00:00,22.9,419.83,1.786,0.195,4.0,10.5
Calumet Beach,2014-08-10 11:00:00,22.8,2.09,1.457,0.164,3.0,10.8
Montrose Beach,2014-08-10 11:00:00,22.6,6.92,1.733,0.3,3.0,11.0
Osterman Beach,2014-08-10 11:00:00,22.9,7.03,1.413,0.295,3.0,10.8
Ohio Street Beach,2014-08-10 11:00:00,23.0,78.78,1.837,0.215,4.0,10.5
Calumet Beach,2014-08-10 12:00:00,22.9,1.18,1.483,0.174,3.0,10.8
Montrose Beach,2014-08-10 12:00:00,22.7,5.52,1.77,0.312,3.0,11.0
Osterman Beach,2014-08-10 12:00:00,23.0,7.53,1.441,0.295,3.0,10.8
Ohio Street Beach,2014-08-10 12:00:00,23.1,5.09,1.85,0.218,3.0,10.5
Calumet Beach,2014-08-10 13:00:00,23.1,1.0,1.53,0.189,4.0,10.8
Montrose Beach,2014-08-10 13:00:00,22.8,6.65,1.718,0.324,4.0,11.0
Osterman Beach,2014-08-10 13:00:00,23.1,7.05,1.402,0.278,4.0,10.8
Ohio Street Beach,2014-08-10 13:00:00,23.4,248.43,1.812,0.199,3.0,10.5
Calumet Beach,2014-08-10 14:00:00,23.2,1.0,1.463,0.164,2.0,10.8
Montrose Beach,2014-08-10 14:00:00,23.0,6.5,1.78,0.309,3.0,11.0
Osterman Beach,2014-08-10 14:00:00,23.5,9.81,1.448,0.289,3.0,10.8
Ohio Street Beach,2014-08-10 14:00:00,23.7,5.14,1.838,0.2,3.0,10.5
Calumet Beach,2014-08-10 15:00:00,23.4,0.91,1.465,0.15,3.0,10.8
Montrose Beach,2014-08-10 15:00:00,23.3,5.86,1.747,0.305,4.0,11.0
Osterman Beach,2014-08-10 15:00:00,23.7,12.28,1.438,0.267,4.0,10.8
Ohio Street Beach,2014-08-10 15:00:00,24.2,403.81,1.826,0.196,3.0,10.5
63rd Street Beach,2015-06-02 23:00:00,14.9,9.42,1.570235000996614,0.166,3.0,10.8
Montrose Beach,2015-06-02 23:00:00,14.2,17.33,1.570235000996614,0.176,4.0,11.0
Osterman Beach,2015-06-02 23:00:00,13.9,12.97,1.570235000996614,0.174,4.0,10.8
Montrose Beach,2015-06-03 00:00:00,13.2,17.87,1.570235000996614,0.16,7.0,11.0
Osterman Beach,2015-06-03 00:00:00,13.5,10.13,1.570235000996614,0.167,7.0,10.8
Calumet Beach,2015-06-02 23:00:00,15.8,4.86,1.570235000996614,0.17,2.0,11.0
Calumet Beach,2015-06-03 01:00:00,15.4,4.71,1.570235000996614,0.148,3.0,10.8
Montrose Beach,2015-06-03 01:00:00,12.4,22.1,1.570235000996614,0.161,6.0,11.0
Osterman Beach,2015-06-03 01:00:00,13.3,11.0,1.570235000996614,0.164,6.0,10.8
Calumet Beach,2015-06-03 02:00:00,15.2,4.68,1.570235000996614,0.137,3.0,11.0
Montrose Beach,2015-06-03 02:00:00,12.4,26.76,1.570235000996614,0.174,3.0,11.0
Osterman Beach,2015-06-03 02:00:00,13.1,12.0,1.570235000996614,0.182,3.0,10.8
63rd Street Beach,2015-06-03 00:00:00,14.3,9.62,1.570235000996614,0.16,4.0,10.8
Calumet Beach,2014-08-10 23:00:00,23.0,0.76,1.422,0.145,4.0,10.8
Montrose Beach,2014-08-10 23:00:00,23.4,13.31,1.735,0.351,4.0,11.0
Osterman Beach,2014-08-10 23:00:00,23.5,12.03,1.415,0.278,4.0,10.8
Ohio Street Beach,2014-08-10 23:00:00,22.9,114.38,1.815,0.203,4.0,10.5
Calumet Beach,2015-06-03 03:00:00,15.0,4.53,1.570235000996614,0.13,3.0,11.0
63rd Street Beach,2015-06-03 03:00:00,13.7,8.92,1.570235000996614,0.132,4.0,10.8
Osterman Beach,2015-06-03 03:00:00,13.1,12.75,1.570235000996614,0.161,3.0,10.8
Calumet Beach,2014-08-10 16:00:00,23.3,0.89,1.462,0.155,3.0,10.8
Montrose Beach,2014-08-10 16:00:00,23.7,8.26,1.765,0.307,3.0,11.0
Osterman Beach,2014-08-10 16:00:00,23.8,12.75,1.446,0.263,3.0,10.8
Ohio Street Beach,2014-08-10 16:00:00,24.2,119.6,1.804,0.201,3.0,10.5
63rd Street Beach,2015-06-03 04:00:00,13.6,8.53,1.570235000996614,0.12,3.0,10.8
Montrose Beach,2015-06-03 03:00:00,12.2,28.4,1.570235000996614,0.149,5.0,11.0
Osterman Beach,2015-06-03 04:00:00,13.0,11.87,1.570235000996614,0.149,3.0,10.8
Calumet Beach,2014-08-10 17:00:00,23.4,0.85,1.458,0.151,4.0,10.8
Montrose Beach,2014-08-10 17:00:00,23.8,10.59,1.734,0.314,3.0,11.0
Osterman Beach,2014-08-10 17:00:00,23.9,11.07,1.435,0.268,3.0,10.8
Ohio Street Beach,2014-08-10 17:00:00,23.9,5.02,1.811,0.202,3.0,10.5
Calumet Beach,2014-08-10 18:00:00,23.3,0.72,1.444,0.141,3.0,10.8
Montrose Beach,2014-08-10 18:00:00,23.7,9.78,1.699,0.317,3.0,11.0
Osterman Beach,2014-08-10 18:00:00,23.8,9.2,1.372,0.248,3.0,10.8
Ohio Street Beach,2014-08-10 18:00:00,23.7,116.01,1.78,0.206,3.0,10.5
Calumet Beach,2014-08-11 02:00:00,22.9,0.71,1.504,0.146,3.0,10.8
Montrose Beach,2014-08-11 02:00:00,23.1,16.53,1.759,0.408,4.0,11.0
Osterman Beach,2014-08-11 02:00:00,23.3,11.53,1.433,0.327,4.0,10.8
Ohio Street Beach,2014-08-11 02:00:00,22.7,603.85,1.831,0.261,4.0,10.5
Calumet Beach,2014-08-12 21:00:00,22.2,1.89,1.437,0.219,8.0,10.7
Montrose Beach,2014-08-12 21:00:00,21.8,27.93,1.683,0.445,9.0,10.9
Osterman Beach,2014-08-12 21:00:00,21.6,23.49,1.359,0.377,8.0,10.7
Ohio Street Beach,2014-08-12 21:00:00,21.8,821.75,1.746,0.266,8.0,10.4
Calumet Beach,2015-06-03 04:00:00,15.0,4.83,1.570235000996614,0.142,3.0,11.0
Calumet Beach,2014-08-10 19:00:00,23.3,0.67,1.421,0.142,3.0,10.8
Montrose Beach,2014-08-10 19:00:00,23.6,12.31,1.702,0.317,3.0,11.0
Osterman Beach,2014-08-10 19:00:00,23.9,13.45,1.376,0.258,3.0,10.8
Ohio Street Beach,2014-08-10 19:00:00,23.5,5.54,1.735,0.204,4.0,10.5
Calumet Beach,2014-08-10 20:00:00,23.2,0.63,1.407,0.141,3.0,10.8
Montrose Beach,2014-08-10 20:00:00,23.5,10.41,1.7,0.339,3.0,11.0
Osterman Beach,2014-08-10 20:00:00,23.8,12.89,1.374,0.253,3.0,10.8
Ohio Street Beach,2014-08-10 20:00:00,23.4,317.4,1.763,0.216,3.0,10.5
Calumet Beach,2014-08-10 21:00:00,23.1,0.69,1.408,0.139,3.0,10.8
Montrose Beach,2014-08-10 21:00:00,23.5,11.27,1.723,0.338,4.0,11.0
Osterman Beach,2014-08-10 21:00:00,23.7,12.24,1.403,0.264,3.0,10.8
Ohio Street Beach,2014-08-10 21:00:00,23.2,86.49,1.779,0.211,3.0,10.5
63rd Street Beach,2015-06-03 05:00:00,13.5,8.25,1.570235000996614,0.116,3.0,10.8
Calumet Beach,2014-08-10 22:00:00,23.1,0.73,1.472,0.146,3.0,10.8
Montrose Beach,2014-08-10 22:00:00,23.4,11.76,1.74,0.331,3.0,11.0
Osterman Beach,2014-08-10 22:00:00,23.6,12.22,1.415,0.266,4.0,10.8
Ohio Street Beach,2014-08-10 22:00:00,23.1,634.4,1.794,0.196,3.0,10.5
Calumet Beach,2014-08-11 01:00:00,23.0,0.7,1.519,0.141,3.0,10.7
Montrose Beach,2014-08-11 01:00:00,23.3,16.71,1.756,0.391,4.0,11.0
Osterman Beach,2014-08-11 01:00:00,23.4,11.81,1.439,0.31,4.0,10.8
Ohio Street Beach,2014-08-11 01:00:00,22.8,143.96,1.848,0.276,4.0,10.5
Calumet Beach,2014-08-11 03:00:00,22.9,0.65,1.464,0.139,4.0,10.7
Montrose Beach,2014-08-11 03:00:00,23.1,15.55,1.795,0.397,4.0,11.0
Osterman Beach,2014-08-11 03:00:00,23.1,9.42,1.469,0.338,4.0,10.8
Ohio Street Beach,2014-08-11 03:00:00,22.6,153.14,1.847,0.253,4.0,10.5
Calumet Beach,2014-08-11 04:00:00,22.8,0.7,1.475,0.163,4.0,10.8
Montrose Beach,2014-08-11 04:00:00,23.1,17.18,1.775,0.422,4.0,11.0
Osterman Beach,2014-08-11 04:00:00,23.0,12.16,1.447,0.379,4.0,10.8
Ohio Street Beach,2014-08-11 04:00:00,22.5,7.69,1.842,0.282,4.0,10.5
Calumet Beach,2014-08-11 18:00:00,24.2,1.02,1.414,0.126,3.0,10.7
Montrose Beach,2014-08-11 18:00:00,24.7,9.23,1.68,0.221,3.0,10.9
Osterman Beach,2014-08-11 18:00:00,24.3,4.75,1.358,0.21,3.0,10.8
Ohio Street Beach,2014-08-11 18:00:00,23.9,4.82,1.733,0.15,3.0,10.5
Calumet Beach,2014-08-11 05:00:00,22.8,0.9,1.506,0.195,5.0,10.7
Montrose Beach,2014-08-11 05:00:00,22.9,15.89,1.74,0.414,4.0,11.0
Osterman Beach,2014-08-11 05:00:00,22.8,19.15,1.41,0.374,4.0,10.8
Ohio Street Beach,2014-08-11 05:00:00,22.5,121.83,1.836,0.288,4.0,10.5
Calumet Beach,2014-08-11 06:00:00,22.8,1.15,1.453,0.226,5.0,10.7
Montrose Beach,2014-08-11 06:00:00,22.9,14.12,1.715,0.426,4.0,11.0
Osterman Beach,2014-08-11 06:00:00,22.7,17.71,1.395,0.329,4.0,10.8
Ohio Street Beach,2014-08-11 06:00:00,22.4,671.41,1.785,0.278,4.0,10.5
Calumet Beach,2014-08-11 07:00:00,22.7,2.05,1.422,0.209,4.0,10.7
Montrose Beach,2014-08-11 07:00:00,22.8,14.94,1.695,0.381,4.0,10.9
Osterman Beach,2014-08-11 07:00:00,22.7,13.89,1.377,0.318,4.0,10.8
Ohio Street Beach,2014-08-11 07:00:00,22.4,143.98,1.794,0.267,3.0,10.5
Calumet Beach,2014-08-11 08:00:00,22.6,1.67,1.409,0.232,3.0,10.7
Montrose Beach,2014-08-11 08:00:00,22.7,13.27,1.701,0.376,4.0,10.9
Osterman Beach,2014-08-11 08:00:00,22.6,11.72,1.388,0.32,4.0,10.8
Ohio Street Beach,2014-08-11 08:00:00,22.3,6.56,1.778,0.25,4.0,10.5
Calumet Beach,2014-08-11 09:00:00,22.7,1.72,1.412,0.229,5.0,10.7
Montrose Beach,2014-08-11 09:00:00,22.9,10.37,1.707,0.347,4.0,11.0
Osterman Beach,2014-08-11 09:00:00,22.7,8.16,1.386,0.281,4.0,10.8
Ohio Street Beach,2014-08-11 09:00:00,22.4,128.93,1.779,0.211,4.0,10.5
Calumet Beach,2014-08-11 10:00:00,22.8,1.42,1.437,0.198,5.0,10.7
Montrose Beach,2014-08-11 10:00:00,23.1,6.86,1.661,0.335,4.0,10.9
Osterman Beach,2014-08-11 10:00:00,22.9,6.47,1.344,0.283,4.0,10.8
Ohio Street Beach,2014-08-11 10:00:00,22.6,456.11,1.74,0.181,4.0,10.5
Calumet Beach,2014-08-11 11:00:00,23.0,1.04,1.466,0.185,4.0,10.7
Montrose Beach,2014-08-11 11:00:00,23.4,5.81,1.731,0.308,4.0,10.9
Osterman Beach,2014-08-11 11:00:00,23.0,5.04,1.406,0.281,4.0,10.8
Ohio Street Beach,2014-08-11 11:00:00,23.3,258.65,1.803,0.179,3.0,10.5
Calumet Beach,2014-08-11 12:00:00,23.4,0.8,1.438,0.167,4.0,10.7
Montrose Beach,2014-08-11 12:00:00,23.9,7.88,1.721,0.27,4.0,10.9
Osterman Beach,2014-08-11 12:00:00,23.3,4.33,1.401,0.251,3.0,10.8
Ohio Street Beach,2014-08-11 12:00:00,23.8,76.18,1.81,0.184,4.0,10.5
Calumet Beach,2014-08-11 13:00:00,23.6,0.77,1.442,0.16,4.0,10.7
Montrose Beach,2014-08-11 13:00:00,24.3,14.98,1.752,0.251,4.0,10.9
Osterman Beach,2014-08-11 13:00:00,23.5,6.06,1.431,0.237,4.0,10.8
